Timestamp (s),Message ID,Vehicle Index,Position Validity,Latitude (Degrees),Longitude (Degrees),Heading Validity,Heading (Degrees),Attitude Validity,Pitch (Degrees),Roll (Degrees),Magnetic Yaw (Radians),Altitude Validity,Altitude (Metres),Velocity Validity,Velocity (nmi/hour)
 03/02/2022 17:50:00.310,7,0,TRUE,1.36260262,103.9104089,TRUE,23.07304019,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.320,7,0,TRUE,1.36262464,103.9104182,TRUE,23.0730404,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.330,7,0,TRUE,1.36264666,103.9104276,TRUE,23.07304063,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.340,7,0,TRUE,1.36266868,103.9104369,TRUE,23.07304085,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.350,7,0,TRUE,1.3626907,103.9104462,TRUE,23.07304107,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.360,7,0,TRUE,1.36271272,103.9104555,TRUE,23.0730413,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.370,7,0,TRUE,1.36273474,103.9104648,TRUE,23.07304152,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.380,7,0,TRUE,1.36275676,103.9104742,TRUE,23.07304173,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.390,7,0,TRUE,1.36277878,103.9104835,TRUE,23.07304196,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.400,7,0,TRUE,1.3628008,103.9104928,TRUE,23.07304218,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.410,7,0,TRUE,1.36282282,103.9105021,TRUE,23.0730424,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.420,7,0,TRUE,1.36284484,103.9105114,TRUE,23.07304263,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.430,7,0,TRUE,1.36286686,103.9105208,TRUE,23.07304284,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.440,7,0,TRUE,1.36288888,103.9105301,TRUE,23.07304306,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.450,7,0,TRUE,1.3629109,103.9105394,TRUE,23.0730433,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.460,7,0,TRUE,1.36293292,103.9105487,TRUE,23.0730435,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.470,7,0,TRUE,1.36295494,103.910558,TRUE,23.07304373,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.480,7,0,TRUE,1.36297696,103.9105674,TRUE,23.07304396,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.490,7,0,TRUE,1.36299898,103.9105767,TRUE,23.07304418,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.500,7,0,TRUE,1.363021,103.910586,TRUE,23.07304439,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.510,7,0,TRUE,1.36304302,103.9105953,TRUE,23.07304462,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.520,7,0,TRUE,1.36306504,103.9106046,TRUE,23.07304484,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.530,7,0,TRUE,1.36308706,103.910614,TRUE,23.07304506,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.540,7,0,TRUE,1.36310908,103.9106233,TRUE,23.07304529,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.550,7,0,TRUE,1.3631311,103.9106326,TRUE,23.0730455,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.560,7,0,TRUE,1.36315312,103.9106419,TRUE,23.07304572,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.570,7,0,TRUE,1.363175141,103.9106512,TRUE,23.07304595,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.580,7,0,TRUE,1.363197161,103.9106606,TRUE,23.07304617,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.590,7,0,TRUE,1.363219181,103.9106699,TRUE,23.07304639,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.600,7,0,TRUE,1.363241201,103.9106792,TRUE,23.07304662,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.610,7,0,TRUE,1.363263221,103.9106885,TRUE,23.07304683,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.620,7,0,TRUE,1.363285241,103.9106978,TRUE,23.07304706,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.630,7,0,TRUE,1.363307261,103.9107072,TRUE,23.07304728,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.640,7,0,TRUE,1.363329281,103.9107165,TRUE,23.0730475,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.650,7,0,TRUE,1.363351301,103.9107258,TRUE,23.07304772,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.660,7,0,TRUE,1.363373321,103.9107351,TRUE,23.07304794,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.670,7,0,TRUE,1.363395341,103.9107444,TRUE,23.07304816,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.680,7,0,TRUE,1.363417361,103.9107538,TRUE,23.07304839,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.690,7,0,TRUE,1.363439381,103.9107631,TRUE,23.0730486,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.700,7,0,TRUE,1.363461401,103.9107724,TRUE,23.07304883,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.710,7,0,TRUE,1.363483421,103.9107817,TRUE,23.07304907,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.720,7,0,TRUE,1.363505441,103.910791,TRUE,23.07304927,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.730,7,0,TRUE,1.363527461,103.9108004,TRUE,23.07304949,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.740,7,0,TRUE,1.363549481,103.9108097,TRUE,23.07304973,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.750,7,0,TRUE,1.363571501,103.910819,TRUE,23.07304994,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.760,7,0,TRUE,1.363593521,103.9108283,TRUE,23.07305016,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.770,7,0,TRUE,1.363615541,103.9108376,TRUE,23.07305039,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.780,7,0,TRUE,1.363637561,103.910847,TRUE,23.0730506,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.790,7,0,TRUE,1.363659581,103.9108563,TRUE,23.07305083,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.800,7,0,TRUE,1.363681601,103.9108656,TRUE,23.07305105,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.810,7,0,TRUE,1.363703621,103.9108749,TRUE,23.07305127,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.820,7,0,TRUE,1.363725641,103.9108842,TRUE,23.07305149,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.830,7,0,TRUE,1.363747661,103.9108936,TRUE,23.07305171,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.840,7,0,TRUE,1.363769681,103.9109029,TRUE,23.07305193,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.850,7,0,TRUE,1.363791701,103.9109122,TRUE,23.07305216,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.860,7,0,TRUE,1.363813721,103.9109215,TRUE,23.07305237,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.870,7,0,TRUE,1.363835741,103.9109308,TRUE,23.07305259,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.880,7,0,TRUE,1.363857761,103.9109402,TRUE,23.07305282,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.890,7,0,TRUE,1.363879781,103.9109495,TRUE,23.07305305,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.900,7,0,TRUE,1.363901801,103.9109588,TRUE,23.07305327,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.910,7,0,TRUE,1.363923821,103.9109681,TRUE,23.07305349,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.920,7,0,TRUE,1.363945841,103.9109774,TRUE,23.0730537,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.930,7,0,TRUE,1.363967861,103.9109868,TRUE,23.07305393,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.940,7,0,TRUE,1.363989881,103.9109961,TRUE,23.07305416,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.950,7,0,TRUE,1.364011901,103.9110054,TRUE,23.07305438,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.960,7,0,TRUE,1.364033921,103.9110147,TRUE,23.0730546,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.970,7,0,TRUE,1.364055941,103.911024,TRUE,23.07305482,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.980,7,0,TRUE,1.364077961,103.9110334,TRUE,23.07305504,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:00.990,7,0,TRUE,1.364099981,103.9110427,TRUE,23.07305526,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.000,7,0,TRUE,1.364122001,103.911052,TRUE,23.07305548,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.010,7,0,TRUE,1.364144021,103.9110613,TRUE,23.0730557,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.020,7,0,TRUE,1.364166041,103.9110706,TRUE,23.07305594,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.030,7,0,TRUE,1.364188061,103.91108,TRUE,23.07305615,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.040,7,0,TRUE,1.364210081,103.9110893,TRUE,23.07305637,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.050,7,0,TRUE,1.364232101,103.9110986,TRUE,23.0730566,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.060,7,0,TRUE,1.364254121,103.9111079,TRUE,23.07305682,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.070,7,0,TRUE,1.364276141,103.9111172,TRUE,23.07305704,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.080,7,0,TRUE,1.364298161,103.9111266,TRUE,23.07305726,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.090,7,0,TRUE,1.364320181,103.9111359,TRUE,23.07305748,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.100,7,0,TRUE,1.364342201,103.9111452,TRUE,23.0730577,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.110,7,0,TRUE,1.364364221,103.9111545,TRUE,23.07305793,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.120,7,0,TRUE,1.364386241,103.9111638,TRUE,23.07305815,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.130,7,0,TRUE,1.364408261,103.9111732,TRUE,23.07305837,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.140,7,0,TRUE,1.364430281,103.9111825,TRUE,23.07305859,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.150,7,0,TRUE,1.364452301,103.9111918,TRUE,23.07305882,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.160,7,0,TRUE,1.364474321,103.9112011,TRUE,23.07305904,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.170,7,0,TRUE,1.364496341,103.9112104,TRUE,23.07305925,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.180,7,0,TRUE,1.364518361,103.9112198,TRUE,23.07305948,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.190,7,0,TRUE,1.364540381,103.9112291,TRUE,23.0730597,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.200,7,0,TRUE,1.364562401,103.9112384,TRUE,23.07305993,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.210,7,0,TRUE,1.364584421,103.9112477,TRUE,23.07306015,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.220,7,0,TRUE,1.364606441,103.911257,TRUE,23.07306037,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.230,7,0,TRUE,1.364628461,103.9112664,TRUE,23.07306059,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.240,7,0,TRUE,1.364650481,103.9112757,TRUE,23.07306081,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.250,7,0,TRUE,1.364672501,103.911285,TRUE,23.07306104,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.260,7,0,TRUE,1.364694521,103.9112943,TRUE,23.07306126,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.270,7,0,TRUE,1.364716541,103.9113036,TRUE,23.07306147,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.280,7,0,TRUE,1.364738561,103.911313,TRUE,23.07306169,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.290,7,0,TRUE,1.364760581,103.9113223,TRUE,23.07306191,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.300,7,0,TRUE,1.364782601,103.9113316,TRUE,23.07306215,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.310,7,0,TRUE,1.364804621,103.9113409,TRUE,23.07306237,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.320,7,0,TRUE,1.364826641,103.9113502,TRUE,23.07306259,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.330,7,0,TRUE,1.364848661,103.9113596,TRUE,23.07306281,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.340,7,0,TRUE,1.364870681,103.9113689,TRUE,23.07306303,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.350,7,0,TRUE,1.364892701,103.9113782,TRUE,23.07306325,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.360,7,0,TRUE,1.364914721,103.9113875,TRUE,23.07306347,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.370,7,0,TRUE,1.364936741,103.9113968,TRUE,23.07306369,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.380,7,0,TRUE,1.364958761,103.9114062,TRUE,23.07306393,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.390,7,0,TRUE,1.364980781,103.9114155,TRUE,23.07306414,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.400,7,0,TRUE,1.365002801,103.9114248,TRUE,23.07306436,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.410,7,0,TRUE,1.365024821,103.9114341,TRUE,23.07306459,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.420,7,0,TRUE,1.365046841,103.9114434,TRUE,23.07306481,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.430,7,0,TRUE,1.365068861,103.9114528,TRUE,23.07306503,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.440,7,0,TRUE,1.365090881,103.9114621,TRUE,23.07306526,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.450,7,0,TRUE,1.365112901,103.9114714,TRUE,23.07306548,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.460,7,0,TRUE,1.365134921,103.9114807,TRUE,23.07306569,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.470,7,0,TRUE,1.365156941,103.91149,TRUE,23.07306592,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.480,7,0,TRUE,1.365178961,103.9114994,TRUE,23.07306614,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.490,7,0,TRUE,1.365200981,103.9115087,TRUE,23.07306636,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.500,7,0,TRUE,1.365223001,103.911518,TRUE,23.07306659,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.510,7,0,TRUE,1.365245021,103.9115273,TRUE,23.07306681,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.520,7,0,TRUE,1.365267041,103.9115366,TRUE,23.07306703,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.530,7,0,TRUE,1.365289061,103.911546,TRUE,23.07306725,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.540,7,0,TRUE,1.365311081,103.9115553,TRUE,23.07306747,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.550,7,0,TRUE,1.365333101,103.9115646,TRUE,23.07306769,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.560,7,0,TRUE,1.365355121,103.9115739,TRUE,23.07306792,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.570,7,0,TRUE,1.365377141,103.9115832,TRUE,23.07306814,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.580,7,0,TRUE,1.365399161,103.9115926,TRUE,23.07306836,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.590,7,0,TRUE,1.365421181,103.9116019,TRUE,23.07306858,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.600,7,0,TRUE,1.365443201,103.9116112,TRUE,23.0730688,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.610,7,0,TRUE,1.365465221,103.9116205,TRUE,23.07306903,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.620,7,0,TRUE,1.365487241,103.9116298,TRUE,23.07306926,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.630,7,0,TRUE,1.365509261,103.9116392,TRUE,23.07306947,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.640,7,0,TRUE,1.365531281,103.9116485,TRUE,23.07306969,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.650,7,0,TRUE,1.365553301,103.9116578,TRUE,23.07306992,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.660,7,0,TRUE,1.365575321,103.9116671,TRUE,23.07307013,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.670,7,0,TRUE,1.365597341,103.9116764,TRUE,23.07307037,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.680,7,0,TRUE,1.365619361,103.9116858,TRUE,23.07307059,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.690,7,0,TRUE,1.365641381,103.9116951,TRUE,23.07307081,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.700,7,0,TRUE,1.365663401,103.9117044,TRUE,23.07307103,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.710,7,0,TRUE,1.365685421,103.9117137,TRUE,23.07307124,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.720,7,0,TRUE,1.365707441,103.911723,TRUE,23.07307146,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.730,7,0,TRUE,1.365729461,103.9117324,TRUE,23.07307169,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.740,7,0,TRUE,1.365751481,103.9117417,TRUE,23.07307192,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.750,7,0,TRUE,1.365773501,103.911751,TRUE,23.07307214,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.760,7,0,TRUE,1.365795521,103.9117603,TRUE,23.07307236,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.770,7,0,TRUE,1.365817541,103.9117696,TRUE,23.07307258,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.780,7,0,TRUE,1.365839561,103.911779,TRUE,23.0730728,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.790,7,0,TRUE,1.365861581,103.9117883,TRUE,23.07307302,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.800,7,0,TRUE,1.365883601,103.9117976,TRUE,23.07307324,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.810,7,0,TRUE,1.365905621,103.9118069,TRUE,23.07307347,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.820,7,0,TRUE,1.365927641,103.9118162,TRUE,23.07307369,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.830,7,0,TRUE,1.365949661,103.9118256,TRUE,23.07307391,TRUE,0,0,0,TRUE,10000,TRUE,100
 03/02/2022 17:50:01.840,7,0,TRUE,1.365971681,103.9118349,TRUE,23.07307413,TRUE,0,0,0,TRUE,10000,TRUE,100
